Accuracy,Precision,Recall,F1-Score,Normal_Detect_Rate,Atk_Detect_Rate,Training_Time,epochs,batch_size,learning_rate,Confusion_Matrix,ROC_AUC
0.9991164165130636,0.9995084321443243,0.9994312297024489,0.9994698294325419,0.997542350566137,0.9994312297024489,98.95407629013062,5,64,0.001,"[[56825, 140], [162, 284663]]",0.9998773653548765
0.9939056145586471,0.9963032915800708,0.9963837444044589,0.9963435163681621,0.9815149653295884,0.9963837444044589,90.59836411476135,5,64,0.0005,"[[55912, 1053], [1030, 283795]]",0.9996482667636998
0.9990666783697592,0.9994066927862268,0.9994733608356008,0.999440025699134,0.9970332660405512,0.9994733608356008,206.14351201057434,10,64,0.001,"[[56796, 169], [150, 284675]]",0.9998962674774724
0.9947891980455835,0.9941238085262386,0.9996559290792592,0.9968821938431643,0.9704555428772053,0.9996559290792592,225.31250286102295,10,64,0.0005,"[[55282, 1683], [98, 284727]]",0.9998930395071284
0.9948009011381258,0.995005316469864,0.9987746862108312,0.9968864382219933,0.9749319757745984,0.9987746862108312,106.16808319091797,5,128,0.001,"[[55537, 1428], [349, 284476]]",0.9997638126197852
0.9943474063021154,0.9935861869218233,0.9996699727903099,0.996618795437124,0.9677345738611428,0.9996699727903099,71.3926727771759,5,128,0.0005,"[[55127, 1838], [94, 284731]]",0.9997842942438511
0.9947950495918546,0.9957647899560015,0.997998771175283,0.9968805289949482,0.9787764416747126,0.997998771175283,122.20442867279053,10,128,0.001,"[[55756, 1209], [570, 284255]]",0.9997440712396919
0.9954504227742181,0.9948846602701626,0.9996805055735978,0.9972768172210226,0.9743000087773194,0.9996805055735978,124.83606386184692,10,128,0.0005,"[[55501, 1464], [91, 284734]]",0.9997166751557232
