Accuracy,Precision,Recall,F1-Score,Normal_Detect_Rate,Atk_Detect_Rate,Training_Time,Confusion_Matrix,ROC_AUC,epochs,batch_size,learning_rate
0.9965271072881009,0.9983904636729759,0.9974405336610199,0.9979152726040125,0.9919599754234883,0.9974405336610165,469.0809817314148,"[[56507, 458], [729, 284096]]",0.9980849020329661,5,64,0.001
0.9944907691857573,0.9993928397449927,0.9939928025980865,0.9966855068815778,0.9969806021240939,0.9939928025980831,512.2338545322418,"[[56793, 172], [1711, 283114]]",0.9991039547174448,5,64,0.0005
0.9924193218057872,0.9925274679250025,0.9984200825068025,0.9954650550196817,0.9624155183006942,0.9984200825067989,1267.4802105426788,"[[54824, 2141], [450, 284375]]",0.9971313251774653,10,64,0.001
0.989396998156763,0.9892034640770754,0.9981708066356535,0.9936669043325085,0.9455279557622936,0.99817080663565,2424.594610452652,"[[53862, 3103], [521, 284304]]",0.997758056846167,10,64,0.0005
0.9976125691213903,0.9995602601852536,0.997573948916001,0.9985661167771366,0.9978056701483192,0.9975739489159976,339.01600193977356,"[[56840, 125], [691, 284134]]",0.9996576831872129,5,128,0.001
0.9972790309839376,0.9986054958217564,0.9981286755025015,0.998367028729759,0.9930308083911,0.9981286755024981,350.2982428073883,"[[56568, 397], [533, 284292]]",0.999435883615472,5,128,0.0005
0.9908949940021651,0.9899271317020574,0.9992416396032652,0.9945625775339402,0.949161765996648,0.9992416396032617,1201.527199268341,"[[54069, 2896], [216, 284609]]",0.9978853153581927,10,128,0.001
0.9931917259135726,0.9935980318840377,0.9982620907574826,0.9959246007352182,0.9678399016940057,0.9982620907574792,1577.500235080719,"[[55133, 1832], [495, 284330]]",0.9996571511397468,10,128,0.0005
