Accuracy,Precision,Recall,F1-Score,Normal_Detect_Rate,Atk_Detect_Rate,Training_Time,Confusion_Matrix,ROC_AUC,C,penalty,solver,Mean_Test_Score
0.9979636618976565,0.9981555573477896,0.9994031422803475,0.9987789602214714,0.9907662599842009,0.9994031422803475,3.9242746829986572,"[[56439, 526], [170, 284655]]",0.9984791766629405,0.01,l2,lbfgs,0.9848444816056062
0.997966587670792,0.9981660448284568,0.9993961204248223,0.9987807038935019,0.9908189239006407,0.9993961204248223,40.49773621559143,"[[56442, 523], [172, 284653]]",0.998524888430856,0.01,l2,saga,0.9848044837707786
0.9978788144767254,0.9981309132224739,0.999325901869569,0.998728050092019,0.9906433775125076,0.999325901869569,12.503333330154419,"[[56432, 533], [192, 284633]]",0.9975508244043133,0.1,l2,lbfgs,0.9855844438389061
0.9979022206618099,0.9981589154082999,0.999325901869569,0.9987420677458801,0.9907838146230141,0.999325901869569,256.9224293231964,"[[56440, 525], [192, 284633]]",0.9976364810879814,0.1,l2,saga,0.9857626155254353
0.9984873752889201,0.9988769880820361,0.9993083472307557,0.9990926210964718,0.994382515579742,0.9993083472307557,20.556740283966064,"[[56645, 320], [197, 284628]]",0.9973604298703157,1.0,l2,lbfgs,0.9867116538589332
0.9984903010620556,0.9988909984874061,0.9992978144474678,0.9990943650551279,0.9944527341349951,0.9992978144474678,475.19103169441223,"[[56649, 316], [200, 284625]]",0.9974216934180251,1.0,l2,saga,0.9862571322378596
0.9981918722022295,0.998544048667366,0.9992872816641798,0.9989155269170431,0.9927148248924779,0.9992872816641798,20.817466259002686,"[[56550, 415], [203, 284622]]",0.9973175702651076,10.0,l2,lbfgs,0.9864298523703354
0.9982211299335849,0.9985965749411438,0.9992697270253664,0.9989330375788377,0.9929781444746775,0.9992697270253664,453.8088824748993,"[[56565, 400], [208, 284617]]",0.9974619516146666,10.0,l2,saga,0.9854589940040739
